agency_id,route_color,route_desc,route_id,route_long_name,route_short_name,route_text_color,route_type,route_name_length,start_point,end_point,is_urban
BMTC,#FFFFFF,Not Available,ODC-KGR,Kengeri TTMC - Out Door Clothing Company,BR3835,0,3,40,Kengeri TTMC,Out Door Clothing Company,0
BMTC,#FFFFFF,Not Available,KHBQ-JNVS,Shirke KHB Quarters - Jnanakshi Vidyanikathna School,BR3588,0,3,52,Shirke KHB Quarters,Jnanakshi Vidyanikathna School,0
BMTC,#FFFFFF,Not Available,HSMH-ADT,Hosmat Hospital - Adithi School,BR3403,0,3,31,Hosmat Hospital,Adithi School,0
BMTC,#FFFFFF,Not Available,351C,Krishnarajendra Market - Ramasagara,BR1883,0,3,35,Krishnarajendra Market,Ramasagara,1
BMTC,#FFFFFF,Not Available,NICE-6,Basaveshwara Nagara Circle - Electronic City Wipro Gate,BR3812,0,3,55,Basaveshwara Nagara Circle,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,NICE-7,Vidyaranyapura - Electronic City Wipro Gate,BR3813,0,3,43,Vidyaranyapura,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,351J,Kempegowda Bus Station - Handenahalli,BR1885,0,3,37,Kempegowda Bus Station,Handenahalli,0
BMTC,#FFFFFF,Not Available,NICE-4,Vijayanagara TTMC - Electronic City Wipro Gate,BR3809,0,3,46,Vijayanagara TTMC,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,NICE-5,BEML Layout 5th Stage - Electronic City Wipro Gate,BR3810,0,3,50,BEML Layout 5th Stage,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,351H,Krishnarajendra Market - Singena Agrahara,BR1884,0,3,41,Krishnarajendra Market,Singena Agrahara,1
BMTC,#FFFFFF,Not Available,NICE-2,BANASHANKARI TTMC - Electronic City Wipro Gate,BR3806,0,3,46,BANASHANKARI TTMC,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,BMT14-HBL,BMT14 - Hebbala,BR2736,0,3,15,BMT14,Hebbala,0
BMTC,#FFFFFF,Not Available,KRPRS-BGLC,KR Puram Railway Station - Bagaluru Cross,BR3650,0,3,41,KR Puram Railway Station,Bagaluru Cross,0
BMTC,#FFFFFF,Not Available,258GA,Bommashetta Halli - Krishnarajendra Market,BR908,0,3,42,Bommashetta Halli,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,352A,Kempegowda Bus Station - Hennagara,BR1887,0,3,34,Kempegowda Bus Station,Hennagara,0
BMTC,#FFFFFF,Not Available,352B,Kempegowda Bus Station - Mahadeshwara Layout,BR1888,0,3,44,Kempegowda Bus Station,Mahadeshwara Layout,0
BMTC,#FFFFFF,Not Available,352E,Krishnarajendra Market - Mahadeshwara Layout,BR1889,0,3,44,Krishnarajendra Market,Mahadeshwara Layout,1
BMTC,#FFFFFF,Not Available,242RA,Karikallu - Krishnarajendra Market,BR663,0,3,34,Karikallu,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,BMT10-HBH,Depot 10 - Hebbala Baptists Hospital,BR2710,0,3,36,Depot 10,Hebbala Baptists Hospital,0
BMTC,#FFFFFF,Not Available,BOSCH-BSK,BOSCH- Bommamahalli - Banashankari Bus Station,BR2783,0,3,46,BOSCH- Bommamahalli,Banashankari Bus Station,0
BMTC,#FFFFFF,Not Available,258AB,Pillahalli colony - Kempegowda Bus Station,BR899,0,3,42,Pillahalli colony,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,VDH-ASK,Vaderahalli - Arishinakunte,BR4196,0,3,27,Vaderahalli,Arishinakunte,0
BMTC,#FFFFFF,Not Available,PHS-36,Krishnarajendra Market - Ravogodlu,BR3851,0,3,34,Krishnarajendra Market,Ravogodlu,1
BMTC,#FFFFFF,Not Available,MRH-RBILO,Jn of Marathalli Bridge - RBI Layout,BR3767,0,3,36,Jn of Marathalli Bridge,RBI Layout,0
BMTC,#FFFFFF,Not Available,357A,Krishnarajendra Market - Madiwala Village Market,BR1928,0,3,48,Krishnarajendra Market,Madiwala Village Market,1
BMTC,#FFFFFF,Not Available,VNS-KBR,Vidyaniketan School - Kaval Byrasandra Bus Stand,BR4214,0,3,48,Vidyaniketan School,Kaval Byrasandra Bus Stand,0
BMTC,#FFFFFF,Not Available,242TD,Banasawadi - Krishnarajendra Market,BR668,0,3,35,Banasawadi,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,BMT-24-ISLH,Depot 24 - Isolation Hospital,BR2703,0,3,29,Depot 24,Isolation Hospital,0
BMTC,#FFFFFF,Not Available,242TE,Soladevana Halli - Krishnarajendra Market,BR669,0,3,41,Soladevana Halli,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,356Z,Anekal - Chandapura,BR1925,0,3,19,Anekal,Chandapura,0
BMTC,#FFFFFF,Not Available,BMT30-TDL,Depot 30 - Thindlu,BR2765,0,3,18,Depot 30,Thindlu,0
BMTC,#FFFFFF,Not Available,DEPOT-25-HSRKEB,DEPOT-25 HSR Layout - HSRKEB,BR3253,0,3,28,DEPOT-25 HSR Layout,HSRKEB,0
BMTC,#FFFFFF,Not Available,BMT14-HAL,BMT14 - LCA,BR2735,0,3,11,BMT14,LCA,0
BMTC,#FFFFFF,Not Available,PLHS-YBS,Pillahalli colony - Yeshwanthpur TTMC,BR3887,0,3,37,Pillahalli colony,Yeshwanthpur TTMC,0
BMTC,#FFFFFF,Not Available,BMT30-JDL,Depot 30 - Karnataka Judical Academy,BR2760,0,3,36,Depot 30,Karnataka Judical Academy,0
BMTC,#FFFFFF,Not Available,MBS-20,Laggere - Kamakya Talkies,BR3685,0,3,25,Laggere,Kamakya Talkies,0
BMTC,#FFFFFF,Not Available,242TA,Mantanakurchi - Krishnarajendra Market,BR665,0,3,38,Mantanakurchi,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,242TC,Nelamangala - Krishnarajendra Market,BR667,0,3,36,Nelamangala,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,MBS-21,Chandapura - MEI Layout,BR3686,0,3,23,Chandapura,MEI Layout,0
BMTC,#FFFFFF,Not Available,242TB,Kanuvanahalli - Krishnarajendra Market,BR666,0,3,38,Kanuvanahalli,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,155A,Shivajinagar Bus Station - KP Agrahara 16th cross,BR109,0,3,49,Shivajinagar Bus Station,KP Agrahara 16th cross,1
BMTC,#FFFFFF,Not Available,BMT10-JBN,Depot 10 - Jai Bharath Nagara,BR2715,0,3,29,Depot 10,Jai Bharath Nagara,0
BMTC,#FFFFFF,Not Available,PHS-41,Banashankari Bus Station - Maratahalli Bridge,BR3852,0,3,45,Banashankari Bus Station,Maratahalli Bridge,0
BMTC,#FFFFFF,Not Available,MBS-24,Rajarajeshwari Temple - Kadugodi,BR3687,0,3,32,Rajarajeshwari Temple,Kadugodi,0
BMTC,#FFFFFF,Not Available,MBS-25,Shirke KHB Quarters - Infosys Parking Lot,BR3688,0,3,41,Shirke KHB Quarters,Infosys Parking Lot,0
BMTC,#FFFFFF,Not Available,358A,Kempegowda Bus Station - Samanduru,BR1930,0,3,34,Kempegowda Bus Station,Samanduru,0
BMTC,#FFFFFF,Not Available,JPV-201,Srinagara - Domlur TTMC Bus Stand,BR3475,0,3,33,Srinagara,Domlur TTMC Bus Stand,0
BMTC,#FFFFFF,Not Available,258CB,Nelamangala - Yeshwanthpura TTMC,BR903,0,3,32,Nelamangala,Yeshwanthpura TTMC,0
BMTC,#FFFFFF,Not Available,258CC,Nelamangala - Kempegowda Bus Station,BR904,0,3,36,Nelamangala,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,355Q,Kempegowda Bus Station - Dyavasandra,BR1904,0,3,36,Kempegowda Bus Station,Dyavasandra,0
BMTC,#FFFFFF,Not Available,CR-G1,Kadugodi - Ganjoor,BR3027,0,3,18,Kadugodi,Ganjoor,0
BMTC,#FFFFFF,Not Available,355E,Kempegowda Bus Station - Bandenallasandra,BR1903,0,3,41,Kempegowda Bus Station,Bandenallasandra,0
BMTC,#FFFFFF,Not Available,355D,K R Puram - Jigani APC Cricle,BR1902,0,3,29,K R Puram,Jigani APC Cricle,0
BMTC,#FFFFFF,Not Available,355C,Kempegowda Bus Station - Jigani APC Circle,BR1901,0,3,42,Kempegowda Bus Station,Jigani APC Circle,0
BMTC,#FFFFFF,Not Available,CR-N-129,Shivajinagar Bus Station - Vidhana Soudha,BR3031,0,3,41,Shivajinagar Bus Station,Vidhana Soudha,1
BMTC,#FFFFFF,Not Available,SNBS-SMH,Summanahalli Magadi Road - Shanthinagar TTMC,BR3963,0,3,44,Summanahalli Magadi Road,Shanthinagar TTMC,0
BMTC,#FFFFFF,Not Available,258BN,Yeshwanthapura New Railway Station - BTM Bus Stand,BR901,0,3,50,Yeshwanthapura New Railway Station,BTM Bus Stand,0
BMTC,#FFFFFF,Not Available,355A,Kempegowda Bus Station - SRIRAMPURA,BR1900,0,3,35,Kempegowda Bus Station,SRIRAMPURA,0
BMTC,#FFFFFF,Not Available,201S,Banashankari Bus Station - Domlur TTMC Bus Stand,BR203,0,3,48,Banashankari Bus Station,Domlur TTMC Bus Stand,0
BMTC,#FFFFFF,Not Available,SBS-CSB,Shivajinagar Bus Station - Central Silk Board,BR3930,0,3,45,Shivajinagar Bus Station,Central Silk Board,1
BMTC,#FFFFFF,Not Available,201V,Jayanagara Bus Stand - Neela sandra,BR205,0,3,35,Jayanagara Bus Stand,Neela sandra,0
BMTC,#FFFFFF,Not Available,201U,AGS Layout - Baiyappanahalli Satellite Bus Station,BR204,0,3,50,AGS Layout,Baiyappanahalli Satellite Bus Station,0
BMTC,#FFFFFF,Not Available,356M,Kempegowda Bus Station - Anekal,BR1922,0,3,31,Kempegowda Bus Station,Anekal,0
BMTC,#FFFFFF,Not Available,NLO-BRWNR,Nandini Layout - Beereshwaralayout,BR3822,0,3,34,Nandini Layout,Beereshwaralayout,0
BMTC,#FFFFFF,Not Available,356P,Basaveshwara Nagara - Electronic City,BR1923,0,3,37,Basaveshwara Nagara,Electronic City,0
BMTC,#FFFFFF,Not Available,356S,Krishnarajendra Market - Chikkallasandra Bus Stand,BR1924,0,3,50,Krishnarajendra Market,Chikkallasandra Bus Stand,1
BMTC,#FFFFFF,Not Available,356E,Kempegowda Bus Station - HELLELLIGE,BR1915,0,3,35,Kempegowda Bus Station,HELLELLIGE,0
BMTC,#FFFFFF,Not Available,356D,Kempegowda Bus Station - Ittina Neela Apartment,BR1914,0,3,47,Kempegowda Bus Station,Ittina Neela Apartment,0
BMTC,#FFFFFF,Not Available,242VA,Sugganahalli - Krishnarajendra Market,BR672,0,3,37,Sugganahalli,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,BMT30-BEL,Depot 30 - BEL Parking Lot,BR2756,0,3,26,Depot 30,BEL Parking Lot,0
BMTC,#FFFFFF,Not Available,356F,Krishnarajendra Market - Adusonnahatti Cross,BR1917,0,3,44,Krishnarajendra Market,Adusonnahatti Cross,1
BMTC,#FFFFFF,Not Available,242VC,Krishnarajendra Market - Bidadi,BR674,0,3,31,Krishnarajendra Market,Bidadi,1
BMTC,#FFFFFF,Not Available,242VB,Annekarana Halli - Krishnarajendra Market,BR673,0,3,41,Annekarana Halli,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,356H,Kempegowda Bus Station - Surya City,BR1918,0,3,35,Kempegowda Bus Station,Surya City,0
BMTC,#FFFFFF,Not Available,356K,Krishnarajendra Market - Neraluru,BR1921,0,3,33,Krishnarajendra Market,Neraluru,1
BMTC,#FFFFFF,Not Available,356J,Electronic City - Yelahanka Satelite Town 5th Phase,BR1919,0,3,51,Electronic City,Yelahanka Satelite Town 5th Phase,0
BMTC,#FFFFFF,Not Available,NMG-JKLO,Nelamangala - Jakkur Layout,BR3827,0,3,27,Nelamangala,Jakkur Layout,0
BMTC,#FFFFFF,Not Available,JPV-225,Bangarappa Nagara - Kengeri TTMC,BR3477,0,3,32,Bangarappa Nagara,Kengeri TTMC,0
BMTC,#FFFFFF,Not Available,356A,Kempegowda Bus Station - Thattaguppe,BR1906,0,3,36,Kempegowda Bus Station,Thattaguppe,0
BMTC,#FFFFFF,Not Available,356B,karpoora - Krishnarajendra Market,BR1907,0,3,33,karpoora,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,356C,Kempegowda Bus Station - Electronic City Wipro Gate,BR1908,0,3,51,Kempegowda Bus Station,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,CS-364H,Kempegowda Bus Station - Arekere BTS Layout,BR3150,0,3,43,Kempegowda Bus Station,Arekere BTS Layout,0
BMTC,#FFFFFF,Not Available,ELC-MEBP,Electronic City - Manyatha Embasy Business Park,BR3300,0,3,47,Electronic City,Manyatha Embasy Business Park,0
BMTC,#FFFFFF,Not Available,CBS-SBS,Chikkabettahalli - Shivajinagar Bus Station,BR2834,0,3,43,Chikkabettahalli,Shivajinagar Bus Station,1
BMTC,#FFFFFF,Not Available,NBVSC--KBS,Nrupatunga Nagar - Kempegowda Bus Station,BR3794,0,3,41,Nrupatunga Nagar,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,FDR-2,Vasanthapura - Vasanthapura,BR3309,0,3,27,Vasanthapura,Vasanthapura,0
BMTC,#FFFFFF,Not Available,FDR-1,Vasanthapura - Vasanthapura,BR3305,0,3,27,Vasanthapura,Vasanthapura,0
BMTC,#FFFFFF,Not Available,FDR-4,Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,BR3311,0,3,53,Chikkallasandra Bus Stand,Chikkallasandra Bus Stand,0
BMTC,#FFFFFF,Not Available,FDR-3,Chandapura - Uraganadoddi Bannerughatta Area,BR3310,0,3,44,Chandapura,Uraganadoddi Bannerughatta Area,0
BMTC,#FFFFFF,Not Available,FDR-6,Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,BR3313,0,3,53,Chikkallasandra Bus Stand,Chikkallasandra Bus Stand,0
BMTC,#FFFFFF,Not Available,507B.,K R Puram - Peenya 2nd stage,BR2396,0,3,28,K R Puram,Peenya 2nd stage,0
BMTC,#FFFFFF,Not Available,MEICL-KBS,MEI Colony - Kempegowda Bus Station,BR3723,0,3,35,MEI Colony,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,FDR-5,Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,BR3312,0,3,53,Chikkallasandra Bus Stand,Chikkallasandra Bus Stand,0
BMTC,#FFFFFF,Not Available,FDR-8,Uttarahalli - Banashankari 3rd Stage 2nd Phase,BR3315,0,3,46,Uttarahalli,Banashankari 3rd Stage 2nd Phase,0
BMTC,#FFFFFF,Not Available,FDR-7,Chikkallasandra Bus Stand - Chikkallasandra Bus Stand,BR3314,0,3,53,Chikkallasandra Bus Stand,Chikkallasandra Bus Stand,0
BMTC,#FFFFFF,Not Available,SBS-DNH,Shivajinagar Bus Station - Dasanayakanahalli,BR3931,0,3,44,Shivajinagar Bus Station,Dasanayakanahalli,1
BMTC,#FFFFFF,Not Available,CR-95,Anekal - Infosys,BR3022,0,3,16,Anekal,Infosys,0
BMTC,#FFFFFF,Not Available,258MA,Jakkanahalli - Krishnarajendra Market,BR913,0,3,37,Jakkanahalli,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,242GA,Kempegowda Bus Station - Byadarahalli,BR648,0,3,37,Kempegowda Bus Station,Byadarahalli,0
BMTC,#FFFFFF,Not Available,KRM-VNC248,Krishnarajendra Market - Jalahalli Cross,BR3646,0,3,40,Krishnarajendra Market,Jalahalli Cross,1
BMTC,#FFFFFF,Not Available,SDNI-ADT,Sadasdashiva Nagar Indian Bank - Adithi School,BR3946,0,3,46,Sadasdashiva Nagar Indian Bank,Adithi School,0
BMTC,#FFFFFF,Not Available,145A,Neelasandra Rose Garden - Kempegowda Bus Station,BR98,0,3,48,Neelasandra Rose Garden,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,BNP-HPM,Bannerghatta National Park - HP Software Mahadevapura,BR2778,0,3,53,Bannerghatta National Park,HP Software Mahadevapura,0
BMTC,#FFFFFF,Not Available,242JA,Ganakkal - Shivajinagar Bus Station,BR651,0,3,35,Ganakkal,Shivajinagar Bus Station,1
BMTC,#FFFFFF,Not Available,BC-3,Jayanagara Bus Stand - Electronic City Wipro Gate,BR2658,0,3,49,Jayanagara Bus Stand,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,MEBP-STJW,Manyatha Embasy Business Park - St John Wood Apartments,BR3719,0,3,55,Manyatha Embasy Business Park,St John Wood Apartments,0
BMTC,#FFFFFF,Not Available,MDL-DEPOT-25,Madiwala - Depot-25,BR3697,0,3,19,Madiwala,Depot-25,0
BMTC,#FFFFFF,Not Available,BC-8,Peenya 2nd stage - Vidyaranyapura,BR2666,0,3,33,Peenya 2nd stage,Vidyaranyapura,0
BMTC,#FFFFFF,Not Available,BC-9,Byatarayana Pura - NAGAVARA JUNCTION,BR2668,0,3,36,Byatarayana Pura,NAGAVARA JUNCTION,0
BMTC,#FFFFFF,Not Available,MEBP-VBN,Manyatha Embasy Business Park - Veerabhadranagar,BR3720,0,3,48,Manyatha Embasy Business Park,Veerabhadranagar,0
BMTC,#FFFFFF,Not Available,242JK,Karekal Palya - Krishnarajendra Market,BR652,0,3,38,Karekal Palya,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,BC-6,Uttarahalli - Hullala Upanagara,BR2662,0,3,31,Uttarahalli,Hullala Upanagara,0
BMTC,#FFFFFF,Not Available,BC-7,Jalahalli Cross - Hullala Upanagara,BR2663,0,3,35,Jalahalli Cross,Hullala Upanagara,0
BMTC,#FFFFFF,Not Available,V-276G,Vidyaranyapura - Electronic City Wipro Gate,BR4047,0,3,43,Vidyaranyapura,Electronic City Wipro Gate,0
BMTC,#FFFFFF,Not Available,KBS-UJPD,Kempegowda Bus Station - Ujappana Doddi,BR3563,0,3,39,Kempegowda Bus Station,Ujappana Doddi,0
BMTC,#FFFFFF,Not Available,146B,Srinivagilu - Kempegowda Bus Station,BR100,0,3,36,Srinivagilu,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,V-401RV,Hebbal - Banashankari Bus Station,BR4116,0,3,33,Hebbal,Banashankari Bus Station,0
BMTC,#FFFFFF,Not Available,DRDO-ITPL,DRDO 2ND Phase - ITPL,BR3291,0,3,21,DRDO 2ND Phase,ITPL,0
BMTC,#FFFFFF,Not Available,DEPOT-25-INDG,Depot-25 - India Garrage Lower Agrram Road,BR3254,0,3,42,Depot-25,India Garrage Lower Agrram Road,0
BMTC,#FFFFFF,Not Available,146E,Ejipura - Kempegowda Bus Station,BR102,0,3,32,Ejipura,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,146D,Rajendranagar - Kempegowda Bus Station,BR101,0,3,38,Rajendranagar,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,242LA,Baleveerana Halli - Krishnarajendra Market,BR655,0,3,42,Baleveerana Halli,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,ATB-YSTF,Attibele - Yelahanka Satelite Town 5th Phase,BR2648,0,3,44,Attibele,Yelahanka Satelite Town 5th Phase,0
BMTC,#FFFFFF,Not Available,KMT-BTP,Bagmane Teck Park - Krishnarajendra Market,BR3616,0,3,42,Bagmane Teck Park,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,333CA,Kempegowda Bus Station - Ramesh nagara,BR1693,0,3,38,Kempegowda Bus Station,Ramesh nagara,0
BMTC,#FFFFFF,Not Available,362K,Shivajinagar Bus Station - Bandenallasandra,BR1960,0,3,43,Shivajinagar Bus Station,Bandenallasandra,1
BMTC,#FFFFFF,Not Available,HALLCA-KTNH,Kittanahalli - HAL/LCA,BR3365,0,3,22,Kittanahalli,HAL/LCA,0
BMTC,#FFFFFF,Not Available,362F,Vivekanagara - Wipro gate,BR1959,0,3,25,Vivekanagara,Wipro gate,0
BMTC,#FFFFFF,Not Available,362D,Shivajinagar Bus Station - Kudlu,BR1958,0,3,32,Shivajinagar Bus Station,Kudlu,1
BMTC,#FFFFFF,Not Available,362C,Shivajinagar Bus Station - Beguru,BR1956,0,3,33,Shivajinagar Bus Station,Beguru,1
BMTC,#FFFFFF,Not Available,MTH-DSPR,MATTHAHALLI - Dasanapura,BR3782,0,3,24,MATTHAHALLI,Dasanapura,0
BMTC,#FFFFFF,Not Available,DBDR-SBS,Doddabidarakallu - Shivajinagar Bus Station,BR3239,0,3,43,Doddabidarakallu,Shivajinagar Bus Station,1
BMTC,#FFFFFF,Not Available,KRP-GGP,KR Puram - Goragunte Palya,BR3647,0,3,26,KR Puram,Goragunte Palya,0
BMTC,#FFFFFF,Not Available,360M,Krishnarajendra Market - Adigondana Halli,BR1945,0,3,41,Krishnarajendra Market,Adigondana Halli,1
BMTC,#FFFFFF,Not Available,360N,Krishnarajendra Market - NARASAPURA,BR1946,0,3,35,Krishnarajendra Market,NARASAPURA,1
BMTC,#FFFFFF,Not Available,360P,Krishnarajendra Market - Bikkanahosahalli,BR1947,0,3,41,Krishnarajendra Market,Bikkanahosahalli,1
BMTC,#FFFFFF,Not Available,360Q,Krishnarajendra Market - Dasarahalli,BR1948,0,3,36,Krishnarajendra Market,Dasarahalli,1
BMTC,#FFFFFF,Not Available,361K,Krishnarajendra Market - Naganayakanahalli,BR1954,0,3,42,Krishnarajendra Market,Naganayakanahalli,1
BMTC,#FFFFFF,Not Available,361A,Krishnarajendra Market - Soppahalli,BR1950,0,3,35,Krishnarajendra Market,Soppahalli,1
BMTC,#FFFFFF,Not Available,D20-BSK,Depot-20 - BANASHANKARI TTMC,BR3219,0,3,28,Depot-20,BANASHANKARI TTMC,0
BMTC,#FFFFFF,Not Available,361C,Krishnarajendra Market - Anekal,BR1952,0,3,31,Krishnarajendra Market,Anekal,1
BMTC,#FFFFFF,Not Available,361B,Krishnarajendra Market - Chikkahagade Gate,BR1951,0,3,42,Krishnarajendra Market,Chikkahagade Gate,1
BMTC,#FFFFFF,Not Available,361D,Krishnarajendra Market - Chowdeshwari Temple,BR1953,0,3,44,Krishnarajendra Market,Chowdeshwari Temple,1
BMTC,#FFFFFF,Not Available,MP-96A,Kempegowda Bus Station - Kempegowda Bus Station,BR3760,0,3,47,Kempegowda Bus Station,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,360K,Kempegowda Bus Station - Attibele,BR1944,0,3,33,Kempegowda Bus Station,Attibele,0
BMTC,#FFFFFF,Not Available,360J,Kempegowda Bus Station - Handenahalli,BR1943,0,3,37,Kempegowda Bus Station,Handenahalli,0
BMTC,#FFFFFF,Not Available,360H,Krishnarajendra Market - Kodalipura,BR1942,0,3,35,Krishnarajendra Market,Kodalipura,1
BMTC,#FFFFFF,Not Available,360E,Krishnarajendra Market - Bidaraguppa,BR1941,0,3,36,Krishnarajendra Market,Bidaraguppa,1
BMTC,#FFFFFF,Not Available,360D,Krishnarajendra Market - Kamblipura,BR1940,0,3,35,Krishnarajendra Market,Kamblipura,1
BMTC,#FFFFFF,Not Available,360C,Krishnarajendra Market - Ballur,BR1939,0,3,31,Krishnarajendra Market,Ballur,1
BMTC,#FFFFFF,Not Available,360B,Kempegowda Bus Station - Attibele,BR1938,0,3,33,Kempegowda Bus Station,Attibele,0
BMTC,#FFFFFF,Not Available,360A,Krishnarajendra Market - Attibele,BR1937,0,3,33,Krishnarajendra Market,Attibele,1
BMTC,#FFFFFF,Not Available,VRP-HAL,Vidyaranyapura - HAL/LCA,BR4221,0,3,24,Vidyaranyapura,HAL/LCA,0
BMTC,#FFFFFF,Not Available,242MA,Suliwara - Krishnarajendra Market,BR657,0,3,33,Suliwara,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,82AR,Kempegowda Bus Station - Yeshwanthpura Railway Station,BR2526,0,3,54,Kempegowda Bus Station,Yeshwanthpura Railway Station,0
BMTC,#FFFFFF,Not Available,258KA,Mahadevapura - Krishnarajendra Market,BR911,0,3,37,Mahadevapura,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,MLP-ADT,Malleshwaram 8th Main - Adithi School,BR3739,0,3,37,Malleshwaram 8th Main,Adithi School,0
BMTC,#FFFFFF,Not Available,KBS-SVRKN,Kempegowda Bus Station - Shivarama karanth layout 10th Cross,BR3560,0,3,60,Kempegowda Bus Station,Shivarama karanth layout 10th Cross,0
BMTC,#FFFFFF,Not Available,ITPL-TCP,ITPL - Tambuchettipalya,BR3425,0,3,23,ITPL,Tambuchettipalya,0
BMTC,#FFFFFF,Not Available,501F,Kottige Palya Magadi Road - Kottige Palya Magadi Road,BR2355,0,3,53,Kottige Palya Magadi Road,Kottige Palya Magadi Road,0
BMTC,#FFFFFF,Not Available,27E,JP Nagara 3rd Phase - Shivajinagar Bus Station,BR1071,0,3,46,JP Nagara 3rd Phase,Shivajinagar Bus Station,1
BMTC,#FFFFFF,Not Available,501L,Kottige Palya Magadi Road - KR Puram Railway Station,BR2359,0,3,52,Kottige Palya Magadi Road,KR Puram Railway Station,0
BMTC,#FFFFFF,Not Available,CS-293R,Shivajinagar Bus Station - Chikkajala,BR3131,0,3,37,Shivajinagar Bus Station,Chikkajala,1
BMTC,#FFFFFF,Not Available,501K,KR Puram - Bharathnagar 2nd Stage,BR2357,0,3,33,KR Puram,Bharathnagar 2nd Stage,0
BMTC,#FFFFFF,Not Available,281,Mylanahalli Chikka jala - Krishnarajendra Market,BR1081,0,3,48,Mylanahalli Chikka jala,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,280,Krishnarajendra Market - Bella Halli,BR1073,0,3,36,Krishnarajendra Market,Bella Halli,1
BMTC,#FFFFFF,Not Available,27N,BTM Layout South - Shivajinagar Bus Station,BR1072,0,3,43,BTM Layout South,Shivajinagar Bus Station,1
BMTC,#FFFFFF,Not Available,501N,BANASHANKARI TTMC - Jalahalli Village,BR2360,0,3,37,BANASHANKARI TTMC,Jalahalli Village,0
BMTC,#FFFFFF,Not Available,KBS-OUTD,Kempegowda Bus Station - Out Door Clothing Company,BR3552,0,3,50,Kempegowda Bus Station,Out Door Clothing Company,0
BMTC,#FFFFFF,Not Available,CS-201C,Banashankari Bus Station - Madiwala,BR3097,0,3,35,Banashankari Bus Station,Madiwala,0
BMTC,#FFFFFF,Not Available,285,Krishnarajendra Market - Thara Hunise,BR1112,0,3,37,Krishnarajendra Market,Thara Hunise,1
BMTC,#FFFFFF,Not Available,284,Kempegowda Bus Station - Yelahanka,BR1101,0,3,34,Kempegowda Bus Station,Yelahanka,0
BMTC,#FFFFFF,Not Available,283,Bettahalasuru - Krishnarajendra Market,BR1096,0,3,38,Bettahalasuru,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,282,Krishnarajendra Market - Huttanahalli,BR1087,0,3,37,Krishnarajendra Market,Huttanahalli,1
BMTC,#FFFFFF,Not Available,288,Krishnarajendra Market - Thindlu,BR1181,0,3,32,Krishnarajendra Market,Thindlu,1
BMTC,#FFFFFF,Not Available,BMT14-SPHS,BMT14 - Sophiya High School,BR2740,0,3,27,BMT14,Sophiya High School,0
BMTC,#FFFFFF,Not Available,CR-310,Vidhana Soudha - Hosakote Bus Stand,BR2937,0,3,35,Vidhana Soudha,Hosakote Bus Stand,0
BMTC,#FFFFFF,Not Available,289,Krishnarajendra Market - Bagaluru,BR1191,0,3,33,Krishnarajendra Market,Bagaluru,1
BMTC,#FFFFFF,Not Available,286,Krishnarajendra Market - Jakkur,BR1152,0,3,31,Krishnarajendra Market,Jakkur,1
BMTC,#FFFFFF,Not Available,CS-201J,Padmanabha Nagara Rock - Jeevan Bhimanagara Bus stand,BR3098,0,3,53,Padmanabha Nagara Rock,Jeevan Bhimanagara Bus stand,0
