agency_id,route_color,route_desc,route_id,route_long_name,route_short_name,route_text_color,route_type,route_name_length,start_point,end_point,is_urban
BMTC,#FFFFFF,Not Available,327H,Krishnarajendra Market - Kamanahalli,BR1645,0,3,36,Krishnarajendra Market,Kamanahalli,1
BMTC,#FFFFFF,Not Available,327K,Kempegowda Bus Station - Sarjapura Bus Stand,BR1646,0,3,44,Kempegowda Bus Station,Sarjapura Bus Stand,0
BMTC,#FFFFFF,Not Available,295A,Kempegowda Bus Station - Dodda Gubbi,BR1284,0,3,36,Kempegowda Bus Station,Dodda Gubbi,0
BMTC,#FFFFFF,Not Available,295B,Kempegowda Bus Station - Anagalipura,BR1285,0,3,36,Kempegowda Bus Station,Anagalipura,0
BMTC,#FFFFFF,Not Available,295C,Shivajinagar Bus Station - Dodda Gubbi,BR1286,0,3,38,Shivajinagar Bus Station,Dodda Gubbi,1
BMTC,#FFFFFF,Not Available,295D,Shivajinagar Bus Station - Yarappana Bande,BR1287,0,3,42,Shivajinagar Bus Station,Yarappana Bande,1
BMTC,#FFFFFF,Not Available,295E,Kempegowda Bus Station - Bande Bommasandra,BR1288,0,3,42,Kempegowda Bus Station,Bande Bommasandra,0
BMTC,#FFFFFF,Not Available,52E,Raghavendra Colony TR Mill - Yeshwanthpura Railway Station,BR2403,0,3,58,Raghavendra Colony TR Mill,Yeshwanthpura Railway Station,0
BMTC,#FFFFFF,Not Available,KGR-CKB,Kengeri TTMC - Chikkabanavara,BR3580,0,3,29,Kengeri TTMC,Chikkabanavara,0
BMTC,#FFFFFF,Not Available,250BA,Kempegowda Bus Station - Sheshadri Nagara,BR773,0,3,41,Kempegowda Bus Station,Sheshadri Nagara,0
BMTC,#FFFFFF,Not Available,327A,Kempegowda Bus Station - Dommasandra,BR1638,0,3,36,Kempegowda Bus Station,Dommasandra,0
BMTC,#FFFFFF,Not Available,327B,Krishnarajendra Market - Panathuru Dinne,BR1639,0,3,40,Krishnarajendra Market,Panathuru Dinne,1
BMTC,#FFFFFF,Not Available,327C,Krishnarajendra Market - Attibele,BR1640,0,3,33,Krishnarajendra Market,Attibele,1
BMTC,#FFFFFF,Not Available,327D,Kempegowda Bus Station - Gunjoor,BR1641,0,3,32,Kempegowda Bus Station,Gunjoor,0
BMTC,#FFFFFF,Not Available,BMES-ULS,BM English School - Halasur,BR2694,0,3,27,BM English School,Halasur,0
BMTC,#FFFFFF,Not Available,327E,Krishnarajendra Market - Gunjur Palya,BR1642,0,3,37,Krishnarajendra Market,Gunjur Palya,1
BMTC,#FFFFFF,Not Available,327F,Krishnarajendra Market - Kodathi,BR1643,0,3,32,Krishnarajendra Market,Kodathi,1
BMTC,#FFFFFF,Not Available,327G,Kempegowda Bus Station - Kuguru,BR1644,0,3,31,Kempegowda Bus Station,Kuguru,0
BMTC,#FFFFFF,Not Available,UTH-NBC,Uttarahalli - Nagarabhavi Circle,BR4026,0,3,32,Uttarahalli,Nagarabhavi Circle,0
BMTC,#FFFFFF,Not Available,294C,Shivajinagar Bus Station - Jyothi Nagara,BR1278,0,3,40,Shivajinagar Bus Station,Jyothi Nagara,1
BMTC,#FFFFFF,Not Available,294D,Krishnarajendra Market - Anagalipura,BR1279,0,3,36,Krishnarajendra Market,Anagalipura,1
BMTC,#FFFFFF,Not Available,BPH-MDL,Baiyappanahalli Satellite Bus Station - Madiwala MARKET,BR2785,0,3,55,Baiyappanahalli Satellite Bus Station,Madiwala MARKET,1
BMTC,#FFFFFF,Not Available,294A,Krishnarajendra Market - Kada Sonappana Halli,BR1276,0,3,45,Krishnarajendra Market,Kada Sonappana Halli,1
BMTC,#FFFFFF,Not Available,181A,Mahadeshwara Nagara 16th Main - Bhima Jyothi Nagara,BR168,0,3,51,Mahadeshwara Nagara 16th Main,Bhima Jyothi Nagara,0
BMTC,#FFFFFF,Not Available,294B,Kempegowda Bus Station - Jyothi Nagara,BR1277,0,3,38,Kempegowda Bus Station,Jyothi Nagara,0
BMTC,#FFFFFF,Not Available,328M,Kempegowda Bus Station - Maduranagar,BR1659,0,3,36,Kempegowda Bus Station,Maduranagar,0
BMTC,#FFFFFF,Not Available,294H,Shivajinagar Bus Station - Rampura,BR1282,0,3,34,Shivajinagar Bus Station,Rampura,1
BMTC,#FFFFFF,Not Available,500 J,Hebbal - Hebbala Bridge,BR2316,0,3,23,Hebbal,Hebbala Bridge,0
BMTC,#FFFFFF,Not Available,294E,Kempegowda Bus Station - Bileshivale,BR1280,0,3,36,Kempegowda Bus Station,Bileshivale,0
BMTC,#FFFFFF,Not Available,294F,Kempegowda Bus Station - Rampura,BR1281,0,3,32,Kempegowda Bus Station,Rampura,0
BMTC,#FFFFFF,Not Available,3,JPNagara 6th Phase - Girinagara Extention,BR1344,0,3,41,JPNagara 6th Phase,Girinagara Extention,0
BMTC,#FFFFFF,Not Available,250CA,Kempegowda Bus Station - Saiyadribalaga Layout,BR775,0,3,46,Kempegowda Bus Station,Saiyadribalaga Layout,0
BMTC,#FFFFFF,Not Available,2,JPNagara 6th Phase - Kempegowda Bus Station,BR181,0,3,43,JPNagara 6th Phase,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,356JE,Electronic City Wipro Gate - Jalahalli cross,BR1920,0,3,44,Electronic City Wipro Gate,Jalahalli cross,0
BMTC,#FFFFFF,Not Available,293M,Krishnarajendra Market - Byala Halli,BR1271,0,3,36,Krishnarajendra Market,Byala Halli,1
BMTC,#FFFFFF,Not Available,1,Jayanagara 9th Block - Yeshwanathapura new railway station,BR2,0,3,58,Jayanagara 9th Block,Yeshwanathapura new railway station,0
BMTC,#FFFFFF,Not Available,293L,Krishnarajendra Market - Yarappana Bande,BR1270,0,3,40,Krishnarajendra Market,Yarappana Bande,1
BMTC,#FFFFFF,Not Available,293S,Kempegowda Bus Station - Bagaluru,BR1274,0,3,33,Kempegowda Bus Station,Bagaluru,0
BMTC,#FFFFFF,Not Available,DML-KMK,Domlur - Katriguppe Kamkya Talkies,BR3286,0,3,34,Domlur,Katriguppe Kamkya Talkies,0
BMTC,#FFFFFF,Not Available,293R,Shivajinagar Bus Station - Chikkajala,BR1273,0,3,37,Shivajinagar Bus Station,Chikkajala,1
BMTC,#FFFFFF,Not Available,250CC,Krishnarajendra Market - Munikondappa Badavane,BR777,0,3,46,Krishnarajendra Market,Munikondappa Badavane,1
BMTC,#FFFFFF,Not Available,5,Jayanagara 5th Block - Kempegowda Bus Station,BR2313,0,3,45,Jayanagara 5th Block,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,293P,Marenahalli Bande - Shivajinagar Bus Station,BR1272,0,3,44,Marenahalli Bande,Shivajinagar Bus Station,1
BMTC,#FFFFFF,Not Available,250CB,Kempegowda Bus Station - Mallasandra Bagalagunte,BR776,0,3,48,Kempegowda Bus Station,Mallasandra Bagalagunte,0
BMTC,#FFFFFF,Not Available,4,Shanthinagar Bus Stand - Shanthinagar Bus Stand,BR2166,0,3,47,Shanthinagar Bus Stand,Shanthinagar Bus Stand,0
BMTC,#FFFFFF,Not Available,BMT14-YBS,BMT14 - Yeshwanthpur TTMC,BR2744,0,3,25,BMT14,Yeshwanthpur TTMC,0
BMTC,#FFFFFF,Not Available,MSPL-MRHB,MS Palya - Marathahalli Bridge,BR3780,0,3,30,MS Palya,Marathahalli Bridge,0
BMTC,#FFFFFF,Not Available,328C,Hosakote Bus Stand - Vaidehi Hospital,BR1650,0,3,37,Hosakote Bus Stand,Vaidehi Hospital,0
BMTC,#FFFFFF,Not Available,328A,KR Puram - Varthuru,BR1648,0,3,19,KR Puram,Varthuru,0
BMTC,#FFFFFF,Not Available,9,MICO Layout Checkpost - Kempegowda Bus Station,BR2554,0,3,46,MICO Layout Checkpost,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,328B,Sarjapura Bus Stand - Hosakote Bus Stand,BR1649,0,3,40,Sarjapura Bus Stand,Hosakote Bus Stand,0
BMTC,#FFFFFF,Not Available,8,Shivajinagar Bus Station - JP Nagara 15th Cross,BR2510,0,3,47,Shivajinagar Bus Station,JP Nagara 15th Cross,1
BMTC,#FFFFFF,Not Available,328G,Krishnarajendra Market - Halasahalli,BR1653,0,3,36,Krishnarajendra Market,Halasahalli,1
BMTC,#FFFFFF,Not Available,328H,Attibele - Hosakote Bus Stand,BR1654,0,3,29,Attibele,Hosakote Bus Stand,0
BMTC,#FFFFFF,Not Available,328E,Krishnarajendra Market - Harohalli,BR1651,0,3,34,Krishnarajendra Market,Harohalli,1
BMTC,#FFFFFF,Not Available,328F,Kempegowda Bus Station - Valepura,BR1652,0,3,33,Kempegowda Bus Station,Valepura,0
BMTC,#FFFFFF,Not Available,50A,Brudavana Nagara Jinke vana - Shivajinagar Bus Station,BR2400,0,3,54,Brudavana Nagara Jinke vana,Shivajinagar Bus Station,1
BMTC,#FFFFFF,Not Available,297F,Krishnarajendra Market - Bhovi Palya,BR1304,0,3,36,Krishnarajendra Market,Bhovi Palya,1
BMTC,#FFFFFF,Not Available,297G,Yelahanka - Dodda Cheemanahalli,BR1305,0,3,31,Yelahanka,Dodda Cheemanahalli,0
BMTC,#FFFFFF,Not Available,297A,Krishnarajendra Market - Indrasanahalli,BR1302,0,3,39,Krishnarajendra Market,Indrasanahalli,1
BMTC,#FFFFFF,Not Available,329J,Shivajinagar Bus Station - Singanayakanahalli,BR1669,0,3,45,Shivajinagar Bus Station,Singanayakanahalli,1
BMTC,#FFFFFF,Not Available,297B,Krishnarajendra Market - Devaganahalli,BR1303,0,3,38,Krishnarajendra Market,Devaganahalli,1
BMTC,#FFFFFF,Not Available,329M,HAL Main Gate - Muthsandra,BR1671,0,3,26,HAL Main Gate,Muthsandra,0
BMTC,#FFFFFF,Not Available,329L,HAL Main Gate - Bellikere,BR1670,0,3,25,HAL Main Gate,Bellikere,0
BMTC,#FFFFFF,Not Available,328HD,Hoskote - Anekal Bus Stand,BR1658,0,3,26,Hoskote,Anekal Bus Stand,0
BMTC,#FFFFFF,Not Available,297M,Doddaballapura - Devanahalli,BR1308,0,3,28,Doddaballapura,Devanahalli,0
BMTC,#FFFFFF,Not Available,328HC,Attibele - Hosakote Bus Stand,BR1657,0,3,29,Attibele,Hosakote Bus Stand,0
BMTC,#FFFFFF,Not Available,297H,Krishnarajendra Market - Hegganahalli,BR1306,0,3,37,Krishnarajendra Market,Hegganahalli,1
BMTC,#FFFFFF,Not Available,328HB,KR Puram Railway Station - Attibele,BR1656,0,3,35,KR Puram Railway Station,Attibele,0
BMTC,#FFFFFF,Not Available,297K,Yelahanka - Vishwanathapura,BR1307,0,3,27,Yelahanka,Vishwanathapura,0
BMTC,#FFFFFF,Not Available,328HA,Kadugodi - Anekal,BR1655,0,3,17,Kadugodi,Anekal,0
BMTC,#FFFFFF,Not Available,296T,Kempegowda Bus Station - HBR Layout Ist Stage,BR1299,0,3,45,Kempegowda Bus Station,HBR Layout Ist Stage,0
BMTC,#FFFFFF,Not Available,296V,Kempegowda Bus Station - HBR Layout BDA Complex,BR1300,0,3,47,Kempegowda Bus Station,HBR Layout BDA Complex,0
BMTC,#FFFFFF,Not Available,329A,Krishnarajendra Market - Madappanahalli,BR1661,0,3,39,Krishnarajendra Market,Madappanahalli,1
BMTC,#FFFFFF,Not Available,MDN-BTP,Mahadeshwara Nagara 16th Main - Bagmane Teck Park,BR3699,0,3,49,Mahadeshwara Nagara 16th Main,Bagmane Teck Park,0
BMTC,#FFFFFF,Not Available,D13-JP6,Depot-13-BS - JPNagara 6th Phase,BR3208,0,3,32,Depot-13-BS,JPNagara 6th Phase,0
BMTC,#FFFFFF,Not Available,296Q,Shivajinagar Bus Station - HBR Layout Ist Stage,BR1298,0,3,47,Shivajinagar Bus Station,HBR Layout Ist Stage,1
BMTC,#FFFFFF,Not Available,284CA,Shivajinagar Bus Station - Allalasandra Janapriya Apartmet,BR1105,0,3,58,Shivajinagar Bus Station,Allalasandra Janapriya Apartmet,1
BMTC,#FFFFFF,Not Available,329F,Krishnarajendra Market - Anugondanahalli,BR1666,0,3,40,Krishnarajendra Market,Anugondanahalli,1
BMTC,#FFFFFF,Not Available,329G,Shivajinagar Bus Station - Koturu,BR1667,0,3,33,Shivajinagar Bus Station,Koturu,1
BMTC,#FFFFFF,Not Available,BELC-HALLCA,BEL Circle - HAL-LCA,BR2675,0,3,20,BEL Circle,HAL-LCA,0
BMTC,#FFFFFF,Not Available,329H,Kempegowda Bus Station - Bellikere,BR1668,0,3,34,Kempegowda Bus Station,Bellikere,0
BMTC,#FFFFFF,Not Available,WFS-1,Borewell - Borewell,BR4241,0,3,19,Borewell,Borewell,0
BMTC,#FFFFFF,Not Available,329B,Krishnarajendra Market - Janthagondanahalli,BR1662,0,3,43,Krishnarajendra Market,Janthagondanahalli,1
BMTC,#FFFFFF,Not Available,WFS-2,Borewell - Borewell,BR4242,0,3,19,Borewell,Borewell,0
BMTC,#FFFFFF,Not Available,329C,Krishnarajendra Market - Koturu,BR1663,0,3,31,Krishnarajendra Market,Koturu,1
BMTC,#FFFFFF,Not Available,329D,Shivajinagar Bus Station - Muthsandra,BR1664,0,3,37,Shivajinagar Bus Station,Muthsandra,1
BMTC,#FFFFFF,Not Available,329E,Krishnarajendra Market - Bellikere,BR1665,0,3,34,Krishnarajendra Market,Bellikere,1
BMTC,#FFFFFF,Not Available,296E,Shivajinagar Bus Station - Kammana Halli,BR1293,0,3,40,Shivajinagar Bus Station,Kammana Halli,1
BMTC,#FFFFFF,Not Available,296F,Kempegowda Bus Station - Marasandra Bagalur,BR1295,0,3,43,Kempegowda Bus Station,Marasandra Bagalur,0
BMTC,#FFFFFF,Not Available,296C,Kempegowda Bus Station - Kalyananagara Bus Stand,BR1291,0,3,48,Kempegowda Bus Station,Kalyananagara Bus Stand,0
BMTC,#FFFFFF,Not Available,296D,Shivajinagar Bus Station - HBR Layout 5th Block,BR1292,0,3,47,Shivajinagar Bus Station,HBR Layout 5th Block,1
BMTC,#FFFFFF,Not Available,296A,Kempegowda Bus Station - Yarappanahalli,BR1289,0,3,39,Kempegowda Bus Station,Yarappanahalli,0
BMTC,#FFFFFF,Not Available,296B,Kempegowda Bus Station - HBR Layout 5th Block,BR1290,0,3,45,Kempegowda Bus Station,HBR Layout 5th Block,0
BMTC,#FFFFFF,Not Available,a,Kempegowda Bus Station - Maratahalli Bridge,BR2588,0,3,43,Kempegowda Bus Station,Maratahalli Bridge,0
BMTC,#FFFFFF,Not Available,296N,Kempegowda Bus Station - Kada Agrahara,BR1297,0,3,38,Kempegowda Bus Station,Kada Agrahara,0
BMTC,#FFFFFF,Not Available,296K,Shivajinagar Bus Station - Yelahanka Satelite Town 5th Phase,BR1296,0,3,60,Shivajinagar Bus Station,Yelahanka Satelite Town 5th Phase,1
BMTC,#FFFFFF,Not Available,JFWTC-DAC,JFWTC - Ambedkar College Circle,BR3433,0,3,31,JFWTC,Ambedkar College Circle,0
BMTC,#FFFFFF,Not Available,250AD,Jalahalli Cross - Jalahalli Cross,BR771,0,3,33,Jalahalli Cross,Jalahalli Cross,0
BMTC,#FFFFFF,Not Available,250AC,Yeshwanthpura TTMC - Chikkabanavara,BR770,0,3,35,Yeshwanthpura TTMC,Chikkabanavara,0
BMTC,#FFFFFF,Not Available,250AB,Kempegowda Bus Station - Medarahalli Railway Gate,BR769,0,3,49,Kempegowda Bus Station,Medarahalli Railway Gate,0
BMTC,#FFFFFF,Not Available,250AA,Krishnarajendra Market - Medarahalli Railway Gate,BR768,0,3,49,Krishnarajendra Market,Medarahalli Railway Gate,1
BMTC,#FFFFFF,Not Available,KPC-ORRCA,Kenchanapura Cross - ORRCA-ECOSPICE,BR3638,0,3,35,Kenchanapura Cross,ORRCA-ECOSPICE,0
BMTC,#FFFFFF,Not Available,323L,Shivajinagar Bus Station - Nerige,BR1624,0,3,33,Shivajinagar Bus Station,Nerige,1
BMTC,#FFFFFF,Not Available,210K,Kempegowda Bus Station - Omkaranagara,BR230,0,3,37,Kempegowda Bus Station,Omkaranagara,0
BMTC,#FFFFFF,Not Available,323M,Krishnarajendra Market - Kamnahalli,BR1625,0,3,35,Krishnarajendra Market,Kamnahalli,1
BMTC,#FFFFFF,Not Available,210J,Kempegowda Bus Station - Chikkalasandra Ramanjaneya Layout,BR229,0,3,58,Kempegowda Bus Station,Chikkalasandra Ramanjaneya Layout,0
BMTC,#FFFFFF,Not Available,323N,Krishnarajendra Market - Kathruguppe,BR1626,0,3,36,Krishnarajendra Market,Kathruguppe,1
BMTC,#FFFFFF,Not Available,AVLB-BSK,Avalahalli BDA Park - BANASHANKARI TTMC,BR2651,0,3,39,Avalahalli BDA Park,BANASHANKARI TTMC,0
BMTC,#FFFFFF,Not Available,210I,Kempegowda Bus Station - Chikkallasandra Bus Stand,BR228,0,3,50,Kempegowda Bus Station,Chikkallasandra Bus Stand,0
BMTC,#FFFFFF,Not Available,210P,Kempegowda Bus Station - Chikkallasandra Bus Stand,BR242,0,3,50,Kempegowda Bus Station,Chikkallasandra Bus Stand,0
BMTC,#FFFFFF,Not Available,210CD,Banashankari Bus Station - Maruthinagara,BR216,0,3,40,Banashankari Bus Station,Maruthinagara,0
BMTC,#FFFFFF,Not Available,210N,Kempegowda Bus Station - Uttarahalli,BR234,0,3,36,Kempegowda Bus Station,Uttarahalli,0
BMTC,#FFFFFF,Not Available,210CB,Kempegowda Bus Station - Jaraganahalli Cross,BR215,0,3,44,Kempegowda Bus Station,Jaraganahalli Cross,0
BMTC,#FFFFFF,Not Available,DAC-JFWTC,Ambedkar College Circle - JFWTC,BR3238,0,3,31,Ambedkar College Circle,JFWTC,0
BMTC,#FFFFFF,Not Available,210D,Krishnarajendra Market - Vasanthapura,BR217,0,3,37,Krishnarajendra Market,Vasanthapura,1
BMTC,#FFFFFF,Not Available,323D,Krishnarajendra Market - Koothaganahalli,BR1618,0,3,40,Krishnarajendra Market,Koothaganahalli,1
BMTC,#FFFFFF,Not Available,210C,Krishnarajendra Market - Karishma hills,BR213,0,3,39,Krishnarajendra Market,Karishma hills,1
BMTC,#FFFFFF,Not Available,323E,Krishnarajendra Market - Nerige,BR1619,0,3,31,Krishnarajendra Market,Nerige,1
BMTC,#FFFFFF,Not Available,299E,Krishnarajendra Market - Gadenahalli,BR1336,0,3,36,Krishnarajendra Market,Gadenahalli,1
BMTC,#FFFFFF,Not Available,210B,Krishnarajendra Market - Chunchaghatta,BR212,0,3,38,Krishnarajendra Market,Chunchaghatta,1
BMTC,#FFFFFF,Not Available,323F,Kempegowda Bus Station - Nerige,BR1620,0,3,31,Kempegowda Bus Station,Nerige,0
BMTC,#FFFFFF,Not Available,210A,Kempegowda Bus Station - ISRO Layout,BR210,0,3,36,Kempegowda Bus Station,ISRO Layout,0
BMTC,#FFFFFF,Not Available,323G,Krishnarajendra Market - Ramanayakanahalli,BR1621,0,3,42,Krishnarajendra Market,Ramanayakanahalli,1
BMTC,#FFFFFF,Not Available,210H,Shivajinagar Bus Station - Uttarahalli,BR225,0,3,38,Shivajinagar Bus Station,Uttarahalli,1
BMTC,#FFFFFF,Not Available,323H,Krishnarajendra Market - Nekkundi Dommasandra,BR1622,0,3,45,Krishnarajendra Market,Nekkundi Dommasandra,1
BMTC,#FFFFFF,Not Available,210G,Shivajinagar Bus Station - Vasanthapura,BR223,0,3,39,Shivajinagar Bus Station,Vasanthapura,1
BMTC,#FFFFFF,Not Available,210F,Shivajinagar Bus Station - Uttarahalli,BR220,0,3,38,Shivajinagar Bus Station,Uttarahalli,1
BMTC,#FFFFFF,Not Available,323J,Shivajinagar Bus Station - Koothaganahalli,BR1623,0,3,42,Shivajinagar Bus Station,Koothaganahalli,1
BMTC,#FFFFFF,Not Available,210E,Kempegowda Bus Station - Vasanthapura,BR218,0,3,37,Kempegowda Bus Station,Vasanthapura,0
BMTC,#FFFFFF,Not Available,298Y,Devanahalli - Yeliyuru,BR1334,0,3,22,Devanahalli,Yeliyuru,0
BMTC,#FFFFFF,Not Available,323A,Krishnarajendra Market - Gonighattapura,BR1614,0,3,39,Krishnarajendra Market,Gonighattapura,1
BMTC,#FFFFFF,Not Available,CR-HAL-2,Avalahalli BDA Park - HAL Main Gate,BR3029,0,3,35,Avalahalli BDA Park,HAL Main Gate,0
BMTC,#FFFFFF,Not Available,57A,MCTC Bus Stand - Kempegowda Bus Station,BR2408,0,3,39,MCTC Bus Stand,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,323C,Krishnarajendra Market - Tattanur,BR1617,0,3,33,Krishnarajendra Market,Tattanur,1
BMTC,#FFFFFF,Not Available,323B,Krishnarajendra Market - Kugur Cross,BR1616,0,3,36,Krishnarajendra Market,Kugur Cross,1
BMTC,#FFFFFF,Not Available,298R,Hosakote Bus Stand - Devanahalli,BR1333,0,3,32,Hosakote Bus Stand,Devanahalli,0
BMTC,#FFFFFF,Not Available,210CA,Kempegowda Bus Station - Gubbalala,BR214,0,3,34,Kempegowda Bus Station,Gubbalala,0
BMTC,#FFFFFF,Not Available,375-D,BANASHANKARI TTMC - Chikkanahalli,BR2084,0,3,33,BANASHANKARI TTMC,Chikkanahalli,0
BMTC,#FFFFFF,Not Available,298L,Devanahalli - Yelahanaka NES Office,BR1315,0,3,35,Devanahalli,Yelahanaka NES Office,0
BMTC,#FFFFFF,Not Available,211K,Krishnarajendra Market - Gudipalya,BR267,0,3,34,Krishnarajendra Market,Gudipalya,1
BMTC,#FFFFFF,Not Available,211J,Kempegowda Bus Station - Vaddarapalya,BR266,0,3,37,Kempegowda Bus Station,Vaddarapalya,0
BMTC,#FFFFFF,Not Available,211M,Krishnarajendra Market - Honnalagana Doddi,BR269,0,3,42,Krishnarajendra Market,Honnalagana Doddi,1
BMTC,#FFFFFF,Not Available,211L,Kempegowda Bus Station - BCC Layout,BR268,0,3,35,Kempegowda Bus Station,BCC Layout,0
BMTC,#FFFFFF,Not Available,298P,New Devanahalli - Hosakote Bus Stand,BR1328,0,3,36,New Devanahalli,Hosakote Bus Stand,0
BMTC,#FFFFFF,Not Available,211N,Krishnarajendra Market - Bidadi,BR270,0,3,31,Krishnarajendra Market,Bidadi,1
BMTC,#FFFFFF,Not Available,211Q,Krishnarajendra Market - Kattalepalya,BR272,0,3,37,Krishnarajendra Market,Kattalepalya,1
BMTC,#FFFFFF,Not Available,298M,Devanahalli - Kempegowda Bus Station,BR1316,0,3,36,Devanahalli,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,211P,Krishnarajendra Market - Chudahalli,BR271,0,3,35,Krishnarajendra Market,Chudahalli,1
BMTC,#FFFFFF,Not Available,VRP-NLO,Vidyaranyapura - Nandini Layout,BR4222,0,3,31,Vidyaranyapura,Nandini Layout,0
BMTC,#FFFFFF,Not Available,211C,Krishnarajendra Market - Vaderahalli,BR258,0,3,36,Krishnarajendra Market,Vaderahalli,1
BMTC,#FFFFFF,Not Available,298C,Kempalingana pura - Krishnarajendra Market,BR1312,0,3,42,Kempalingana pura,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,211B,Kempegowda Bus Station - Somanahalli,BR257,0,3,36,Kempegowda Bus Station,Somanahalli,0
BMTC,#FFFFFF,Not Available,57B,MCTC Bus Stand - Kempegowda Bus Station,BR2409,0,3,39,MCTC Bus Stand,Kempegowda Bus Station,0
BMTC,#FFFFFF,Not Available,298B,Krishnarajendra Market - Baichapura,BR1311,0,3,35,Krishnarajendra Market,Baichapura,1
BMTC,#FFFFFF,Not Available,211E,Krishnarajendra Market - Karenahalli,BR262,0,3,36,Krishnarajendra Market,Karenahalli,1
BMTC,#FFFFFF,Not Available,324E,Krishnarajendra Market - Vijayanagar,BR1632,0,3,36,Krishnarajendra Market,Vijayanagar,1
BMTC,#FFFFFF,Not Available,298A,Uganawadi - Krishnarajendra Market,BR1310,0,3,34,Uganawadi,Krishnarajendra Market,1
BMTC,#FFFFFF,Not Available,211D,Krishnarajendra Market - Naganayakanahalli,BR260,0,3,42,Krishnarajendra Market,Naganayakanahalli,1
BMTC,#FFFFFF,Not Available,298H,New Devanahalli - Jayanagara 4th Block,BR1314,0,3,38,New Devanahalli,Jayanagara 4th Block,0
BMTC,#FFFFFF,Not Available,211G,Krishnarajendra Market - Kodipalya,BR264,0,3,34,Krishnarajendra Market,Kodipalya,1
BMTC,#FFFFFF,Not Available,211F,Kempegowda Bus Station - Kaggalipura,BR263,0,3,36,Kempegowda Bus Station,Kaggalipura,0
BMTC,#FFFFFF,Not Available,RJK-CSB,Rajanukunte - Central Silk Board,BR3901,0,3,32,Rajanukunte,Central Silk Board,0
BMTC,#FFFFFF,Not Available,298E,Yelahanka - Kundana Devanahalli,BR1313,0,3,31,Yelahanka,Kundana Devanahalli,0
BMTC,#FFFFFF,Not Available,211H,Krishnarajendra Market - Mukkodlu,BR265,0,3,33,Krishnarajendra Market,Mukkodlu,1
BMTC,#FFFFFF,Not Available,210Z,Kempegowda Bus Station - Chikkalasandra Ramanjaneya Layout,BR252,0,3,58,Kempegowda Bus Station,Chikkalasandra Ramanjaneya Layout,0
BMTC,#FFFFFF,Not Available,KWS-KMT,Shanthinagar TTMC - Kengeri KSRTC Regional Workshop,BR3666,0,3,51,Shanthinagar TTMC,Kengeri KSRTC Regional Workshop,0
BMTC,#FFFFFF,Not Available,VRP-VNS,Vidyaranyapura 6th Block - Vidyaniketan School,BR4225,0,3,46,Vidyaranyapura 6th Block,Vidyaniketan School,0
BMTC,#FFFFFF,Not Available,374MA,Kengeri TTMC - Nelamangala,BR2081,0,3,26,Kengeri TTMC,Nelamangala,0
BMTC,#FFFFFF,Not Available,324D,Krishnarajendra Market - White Field Post Office,BR1631,0,3,48,Krishnarajendra Market,White Field Post Office,1
BMTC,#FFFFFF,Not Available,324C,Krishnarajendra Market - Hagadoor,BR1630,0,3,33,Krishnarajendra Market,Hagadoor,1
BMTC,#FFFFFF,Not Available,324B,Krishnarajendra Market - Vinayakanagar,BR1629,0,3,38,Krishnarajendra Market,Vinayakanagar,1
BMTC,#FFFFFF,Not Available,211A,Krishnarajendra Market - Vajramuneshwara Temple,BR255,0,3,47,Krishnarajendra Market,Vajramuneshwara Temple,1
BMTC,#FFFFFF,Not Available,324A,Krishnarajendra Market - NAGAGONDANAHALLI,BR1628,0,3,41,Krishnarajendra Market,NAGAGONDANAHALLI,1
BMTC,#FFFFFF,Not Available,210Q,Shivajinagar Bus Station - Chikkallasandra Bus Stand,BR243,0,3,52,Shivajinagar Bus Station,Chikkallasandra Bus Stand,1
BMTC,#FFFFFF,Not Available,210R,Kempegowda Bus Station - Vasanthapura,BR244,0,3,37,Kempegowda Bus Station,Vasanthapura,0
BMTC,#FFFFFF,Not Available,210T,Banashankari Bus Station - Banashankari Bus Station,BR245,0,3,51,Banashankari Bus Station,Banashankari Bus Station,0
BMTC,#FFFFFF,Not Available,210U,Kempegowda Bus Station - Kumaraswamy Layout,BR246,0,3,43,Kempegowda Bus Station,Kumaraswamy Layout,0
BMTC,#FFFFFF,Not Available,210V,Banashankari Bus Station - Banashankari Bus Station,BR248,0,3,51,Banashankari Bus Station,Banashankari Bus Station,0
BMTC,#FFFFFF,Not Available,210W,Kempegowda Bus Station - Kariyana Palya,BR249,0,3,39,Kempegowda Bus Station,Kariyana Palya,0
BMTC,#FFFFFF,Not Available,210X,Kempegowda Bus Station - Chandranagara,BR251,0,3,38,Kempegowda Bus Station,Chandranagara,0
BMTC,#FFFFFF,Not Available,210AC,Kempegowda Bus Station - Poornapragna Layout,BR211,0,3,44,Kempegowda Bus Station,Poornapragna Layout,0
BMTC,#FFFFFF,Not Available,CS-114E,Sulthan Palya - Banashankari Bus Station,BR3073,0,3,40,Sulthan Palya,Banashankari Bus Station,0
